word	phones
hardest	h ɑ ɹ d ə s t
weighed	w eɪ d
laughter	l æ f t ə ɹ
reassuringly	ɹ iː ə ʃ ɜː ɪ ŋ l iː
jacques	ʒ ɑ k
extended	ɪ k s t ɛ n d ə d
perla	p ɜː l ə
bowed	b aʊ d
jack's	dʒ æ k s
gliding	ɡ l aɪ d ɪ ŋ
movements	m uː v m ə n t s
copied	k ɑ p iː d
jackets	dʒ æ k ɪ t s
swipe	s w aɪ p
twirled	t w ɜː l d
imaginary	ɪ m æ dʒ ə n ɛ ɹ iː
beaming	b iː m ɪ ŋ
merman	m ɜː m æ n
bookstore	b ʊ k s t ɔ ɹ
triton's	t ɹ aɪ t ə n z
brie	b ɹ iː
val	v æ l
humans	h j uː m ə n z
shipwreck	ʃ ɪ p ɹ ɛ k
glancing	ɡ l æ n s ɪ ŋ
drama	d ɹ ɑ m ə
anyone's	ɛ n iː w ʌ n z
danielle	d æ n iː ɛ l
verse	v ɜː s
melody	m ɛ l ə d iː
franklin's	f ɹ æ ŋ k l ə n z
training	t ɹ eɪ n ɪ ŋ
time's	t aɪ m z
practiced	p ɹ æ k t ə s t
photograph	f oʊ t ə ɡ ɹ æ f
conversation	k ɑ n v ə ɹ s eɪ ʃ ə n
lied	l aɪ d
fin	f ɪ n
leapt	l ɛ p t
winking	w ɪ ŋ k ɪ ŋ
rick	ɹ ɪ k
eric's	ɛ ɹ ɪ k s
remained	ɹ ɪ m eɪ n d
glimpse	ɡ l ɪ m p s
tottered	t ɑ t ə d
teetered	t iː t ə ɹ d
wobbled	w ɑ b ə l d
explorers	ɪ k s p l ɔ ɹ ə ɹ z
becoming	b ɪ k ʌ m ɪ ŋ
teddies	t ɛ d ɪ z
weather's	w ɛ ð ə ɹ z
ashes	æ ʃ ə z
dime	d aɪ m
nutritionally	n uː t ɹ ɪ ʃ ə n ə l iː
breakfasts	b ɹ ɛ k f ə s t s
dias	d aɪ ə z
buenos	b w eɪ n oʊ s
gazpacho	ɡ ə s p ɑ tʃ oʊ
bach	b ɑ k
canadian	k ə n eɪ d iː ə n
isa	iː s ə
visiting	v ɪ z ɪ t ɪ ŋ
diana	d aɪ æ n ə
guided	ɡ aɪ d ə d
pedaled	p ɛ d ə l d
unsure	ə n ʃ ʊ ɹ
unsteady	ə n s t ɛ d iː
tile	t aɪ l
struggling	s t ɹ ʌ ɡ ə l ɪ ŋ
rung	ɹ ʌ ŋ
badger	b æ dʒ ə ɹ
nancy's	n æ n s iː z
dent	d ɛ n t
smarty	s m ɑ ɹ t iː
snail's	s n eɪ l z
evan	ɛ v ə n
camcorder	k æ m k ɔ ɹ d ə ɹ
static	s t æ t ɪ k
eclipsed	ɪ k l ɪ p s t
heel	h iː l
penny's	p ɛ n iː z
dentist's	d ɛ n t ɪ s t s
frederic	f ɹ ɛ d ɹ ɪ k
skinnier	s k ɪ n iː ə ɹ
granary	ɡ ɹ æ n ə ɹ ɪ
cymbals	s ɪ m b ə l z
castanets	k æ s t ə n ɛ t s
bikini	b ɪ k iː n iː
storyteller	s t ɔ ɹ iː t ɛ l ə ɹ
elton	ɛ l t ə n
simply	s ɪ m p l iː
hideout	h aɪ d aʊ t
recommend	ɹ ɛ k ə m ɛ n d
mysteries	m ɪ s t ə ɹ iː z
scott	s k ɑ t
chatting	tʃ æ t ɪ ŋ
innocent	ɪ n ə s ə n t
presumed	p ɹ ə z uː m d
frederick's	f ɹ ɛ d ɹ ɪ k s
recommendations	ɹ ɛ k ə m ə n d eɪ ʃ ə n z
shyly	ʃ aɪ l iː
cobweb	k ɑ b w ɛ b
fruity	f ɹ uː t iː
ops	ɑ p s
maniacal	m ə n aɪ ə k ə l
gummy	ɡ ʌ m iː
toadstools	t oʊ d s t uː l z
forests	f ɔ ɹ ə s t s
variety	v ə ɹ aɪ ə t iː
astonishing	ə s t ɑ n ɪ ʃ ɪ ŋ
fungi	f ʌ n dʒ aɪ
dung	d ʌ ŋ
threads	θ ɹ ɛ d z
deb	d ɛ b
trunks	t ɹ ʌ ŋ k s
patients	p eɪ ʃ ə n t s
udder	ʌ d ə ə ɹ
gills	ɡ ɪ l z
pores	p ɔ ɹ z
poisonous	p ɔɪ z ə n ə s
demeanor	d ɪ m iː n ə ɹ
bionic	b aɪ ɔ n ɪ k
allergic	ə l ɜː dʒ ɪ k
league	l iː ɡ
fictitious	f ɪ k t ɪ ʃ ə s
crimson	k ɹ ɪ m z ə n
fungus	f ʌ ŋ ɡ ə s
nasty	n æ s t iː
commentary	k ɑ m ə n t ɛ ɹ iː
curb	k ɜː b
maryland	m ɛ ɹ ə l ə n d
taber	t eɪ b ə ɹ
chanterelle	tʃ æ n t ə ɹ ɛ l
padding	p æ d ɪ ŋ
parasol	p æ ɹ ə s ɑ l
surfer	s ɜː f ə ɹ
veer	v ɪ ɹ
mist	m ɪ s t
strung	s t ɹ ʌ ŋ
webs	w ɛ b z
thrilled	θ ɹ ɪ l d
sending	s ɛ n d ɪ ŋ
funeral	f j uː n ə ɹ ə l
actual	æ k tʃ ə w ə l
brunch	b ɹ ʌ n tʃ
nectar	n ɛ k t ə ɹ
angler	æ ŋ ɡ l ə ɹ
jalapeno	h æ l ə p iː n j oʊ
spice	s p aɪ s
marlon	m ɑ ɹ l ə n
gil	ɡ ɪ l
nee	n iː
taddy	t æ d iː
journalist	dʒ ɜː n ə l ə s t
firefly	f aɪ ə ɹ f l aɪ
wage	w eɪ dʒ
minimum	m ɪ n ə m ə m
areas	ɛ ɹ iː ə z
jobs	dʒ ɑ b z
alley	æ l iː
notebook	n oʊ t b ʊ k
beforehand	b ɪ f ɔ ɹ h æ n d
bulbs	b ʌ l b z
sipped	s ɪ p t
peering	p iː ɹ ɪ ŋ
edgar	ɛ d ɡ ə ɹ
novel	n ɑ v ə l
indoor	ɪ n d ɔ ɹ
nordstroms	n ɔ ɹ d s t ɹ ə m z
gazed	ɡ eɪ z d
dimes	d aɪ m z
nickels	n ɪ k ə l z
experiments	ɪ k s p ɛ ɹ ə m ə n t s
science	s aɪ ə n s
election	ɪ l ɛ k ʃ ə n
anemone	æ n ɪ m oʊ n
lessons	l ɛ s ə n z
ingredients	ɪ n ɡ ɹ iː d iː ə n t s
curling	k ɜː l ɪ ŋ
clinging	k l ɪ ŋ ɪ ŋ
classes	k l æ s ə z
petal	p ɛ t ə l
bloat	b l oʊ t
manifest	m æ n ə f ɛ s t
evaluating	ɪ v æ l j uː eɪ t ɪ ŋ
dermatologist	d ɜː m ə t ɑ l ə dʒ ɪ s t
recognize	ɹ ɛ k ə ɡ n aɪ z
latch	l æ tʃ
francine	f ɹ æ n s iː n
comics	k ɑ m ɪ k s
humming	h ʌ m ɪ ŋ
talent	t æ l ə n t
lacked	l æ k t
stinging	s t ɪ ŋ ɪ ŋ
useless	j uː s l ə s
distances	d ɪ s t ə n s ə z
colder	k oʊ l d ə ɹ
monarch	m ɑ n ɑ ɹ k
elect	ɪ l ɛ k t
clubhouse	k l ʌ b h aʊ s
muffy	m ʌ f iː
exaggerates	ɪ ɡ z æ dʒ ə ɹ eɪ t s
jason's	dʒ eɪ s ə n z
hoisted	h ɔɪ s t ə d
hoopoe	h uː p uː
migration	m aɪ ɡ ɹ eɪ ʃ ə n
candidates	k æ n d ə d eɪ t s
campaign	k æ m p eɪ n
vote	v oʊ t
afar	ə f ɑ ɹ
beamed	b iː m d
preparing	p ɹ iː p ɛ ɹ ɪ ŋ
poster	p oʊ s t ə ɹ
traded	t ɹ eɪ d ɪ d
prunella	p ɹ uː n ɛ l ə
kindness	k aɪ n d n ə s
shelters	ʃ ɛ l t ə ɹ z
scarce	s k ɛ ɹ s
becomes	b ɪ k ʌ m z
stock	s t ɑ k
typewriter	t aɪ p ɹ aɪ t ə ɹ
fern	f ɜː n
sprout	s p ɹ aʊ t
forgets	f ə ɹ ɡ ɛ t s
bailey	b eɪ l iː
chump	tʃ ʌ m p
wriggling	ɹ ɪ ɡ l ɪ ŋ
primrose	p ɹ ɪ m ɹ oʊ z
constellations	k ɑ n s t ə l eɪ ʃ ə n z
identify	aɪ d ɛ n t ə f aɪ
winifred	w ɪ n ɪ f ɹ ɪ d
owes	oʊ z
dreary	d ɹ ɪ ɹ iː
reminder	ɹ iː m aɪ n d ə ɹ
campaigning	k æ m p eɪ n ɪ ŋ
stormy	s t ɔ ɹ m iː
moody	m uː d iː
effects	ɪ f ɛ k t s
situations	s ɪ tʃ uː eɪ ʃ ə n z
votes	v oʊ t s
announces	ə n aʊ n s ɪ z
buds	b ʌ d z
beefeater	b iː f iː t ə ɹ
daily	d eɪ l iː
beefeaters	b iː f iː t ə z
vice	v aɪ s
bud	b ʌ d
kernel	k ɜː n ə l
channels	tʃ æ n ə l z
kernels	k ɜː n ə l z
sincerely	s ɪ n s ɪ ɹ l iː
oak	oʊ k
oaks	oʊ k s
unwrapping	ə n ɹ æ p ɪ ŋ
trimmed	t ɹ ɪ m d
manicure	m æ n ɪ k j ə ɹ
frizzy	f ɹ ɪ z ɪ
shrimp	ʃ ɹ ɪ m p
magnificent	m æ ɡ n ɪ f ə s ə n t
deciduous	d ɪ s ɪ dʒ uː ə s
jacque	ʒ eɪ k
scrape	s k ɹ eɪ p
goal	ɡ oʊ l
manny	m æ n iː
appeal	ə p iː l
harm	h ɑ ɹ m
connections	k ə n ɛ k ʃ ə n z
woodlands	w ʊ d l æ n d z
parks	p ɑ ɹ k s
elegant	ɛ l ə ɡ ə n t
tailor	t eɪ l ə ɹ
theodore	θ iː ə d ɔ ɹ
camellias	k ə m iː l j ə z
april	eɪ p ɹ ə l
decides	d ɪ s aɪ d z
damper	d æ m p ə ɹ
swollen	s w oʊ l ə n
offers	ɔ f ə ɹ z
winter's	w ɪ n t ə ɹ z
warming	w ɔ ɹ m ɪ ŋ
groans	ɡ ɹ oʊ n z
hostess	h oʊ s t ə s
bouquet	b uː k eɪ
welcomes	w ɛ l k ə m z
assistant	ə s ɪ s t ə n t
molar	m oʊ l ə ɹ
fillings	f ɪ l ɪ ŋ z
suggestions	s ə dʒ ɛ s tʃ ə n z
charging	tʃ ɑ ɹ dʒ ɪ ŋ
hurl	h ɜː l
core	k ɔ ɹ
mining	m aɪ n ɪ ŋ
cartoon	k ɑ ɹ t uː n
saddest	s æ d ə s t
paced	p eɪ s t
perked	p ɜː k t
patiently	p eɪ ʃ ə n t l iː
sprang	s p ɹ æ ŋ
gust	ɡ ʌ s t
snappy	s n æ p iː
examines	ɪ ɡ z æ m ə n z
infected	ɪ n f ɛ k t ɪ d
tours	t ʊ ɹ z
matters	m æ t ə ɹ z
cloths	k l ɔ θ s
willow	w ɪ l oʊ
weeping	w iː p ɪ ŋ
hesitating	h ɛ z ə t eɪ t ɪ ŋ
pored	p ɔ ɹ d
dampness	d æ m p n ɪ s
unfurled	ə n f ɜː l d
soak	s oʊ k
sighing	s aɪ ɪ ŋ
ledge	l ɛ dʒ
opportunity	ɑ p ə ɹ t uː n ə t iː
feeder	f iː d ə ɹ
insisted	ɪ n s ɪ s t ə d
reluctant	ɹ ɪ l ʌ k t ə n t
protected	p ɹ ə t ɛ k t ɪ d
oswald	ɔ z w ɔ l d
beret	b ɛ ɹ ə t
artist's	ɑ ɹ t ə s t s
slacks	s l æ k s
injections	ɪ n dʒ ɛ k ʃ ə n z
enters	ɛ n t ə ɹ z
shutting	ʃ ʌ t ɪ ŋ
surviving	s ə ɹ v aɪ v ɪ ŋ
lack	l æ k
coping	k oʊ p ɪ ŋ
thoughtfully	θ ɔ t f ə l iː
hibernation	h aɪ b ə ɹ n eɪ ʃ ə n
unbuttoned	ə n b ʌ t ə n d
inspired	ɪ n s p aɪ ə ɹ d
spilt	s p ɪ l t
lolly	l ɑ l iː
sketch	s k ɛ tʃ
hedgehog	h ɛ dʒ h ɑ ɡ
tulip	t uː l ə p
marmot	m ɑ m ə t
whirling	w ɜː l ɪ ŋ
alpine	æ l p aɪ n
burrows	b ɜː oʊ z
marmots	m ɑ m ə t s
flustered	f l ʌ s t ə ɹ d
protects	p ɹ ə t ɛ k t s
daisies	d eɪ z iː z
glowing	ɡ l oʊ ɪ ŋ
flick	f l ɪ k
mountainside	m aʊ n t ə n s aɪ d
pansies	p æ n z iː z
ul	j uː ɛ l
drowsy	d ɹ aʊ z iː
soil	s ɔɪ l
peaky	p iː k ɪ
accomplice	ə k ɑ m p l ə s
senorita	s ɛ n j ɔ ɹ iː t ə
cobwebs	k ɑ b w ɛ b z
crust	k ɹ ʌ s t
affectionate	ə f ɛ k ʃ ə n ə t
sewed	s oʊ d
tadpole	t æ d p oʊ l
nuzzled	n ʌ z l d
memorize	m ɛ m ə ɹ aɪ z
shortened	ʃ ɔ ɹ t ə n d
infection	ɪ n f ɛ k ʃ ə n
shorten	ʃ ɔ ɹ t ə n
sunflowers	s ʌ n f l aʊ ə ɹ z
spawn	s p ɑ n
movers	m uː v ə ɹ z
flunk	f l ʌ ŋ k
spooky	s p uː k iː
largest	l ɑ ɹ dʒ ə s t
mako	m ɑ k oʊ
hardware	h ɑ ɹ d w ɛ ɹ
chum	tʃ ʌ m
newts	n uː t s
rained	ɹ eɪ n d
tadpoles	t æ d p oʊ l z
helen	h ɛ l ə n
exclaims	ɪ k s k l eɪ m z
explains	ɪ k s p l eɪ n z
broomstick	b ɹ uː m s t ɪ k
cauldron	k ɑ l d ɹ ə n
broomsticks	b ɹ uː m s t ɪ k s
cauldrons	k ɔ l d ɹ ə n z
witches	w ɪ tʃ ə z
belles	b ɛ l z
dory	d ɔ ɹ iː
addition	ə d ɪ ʃ ə n
hurries	h ɜː iː z
rescues	ɹ ɛ s k j uː z
permission	p ə ɹ m ɪ ʃ ə n
drawn	d ɹ ɔ n
screams	s k ɹ iː m z
dears	d iː ə z
introduce	ɪ n t ɹ ə d uː s
hawaii	h ə w aɪ iː
islands	aɪ l ə n d z
australia	ɔ s t ɹ eɪ l j ə
reef	ɹ iː f
barrier	b æ ɹ iː ə ɹ
pupa	p j uː p ə
rosemary	ɹ oʊ z m ɛ ɹ iː
hitch	h ɪ tʃ
springtime	s p ɹ ɪ ŋ t aɪ m
clarify	k l ɛ ɹ ə f aɪ
tentacles	t ɛ n t ə k ə l z
prickly	p ɹ ɪ k l iː
extends	ɪ k s t ɛ n d z
mozzarella	m ɑ t s ə ɹ ɛ l ə
prowling	p ɹ aʊ l ɪ ŋ
panthers	p æ n θ ə ɹ z
crepes	k ɹ eɪ p s
champagne	ʃ æ m p eɪ n
fluttered	f l ʌ t ə ɹ d
broadcasting	b ɹ ɔ d k æ s t ɪ ŋ
reporters	ɹ ɪ p ɔ ɹ t ə ɹ z
grout	ɡ ɹ aʊ t
es	ɛ s
hoard	h ɔ ɹ d
actors	æ k t ə ɹ z
costumes	k ɑ s t uː m z
weighs	w eɪ z
bos	b ɑ s
tenderly	t ɛ n d ə ɹ l iː
feast	f iː s t
coughed	k ɔ f t
romantic	ɹ oʊ m æ n t ɪ k
recording	ɹ ə k ɔ ɹ d ɪ ŋ
sheldon	ʃ ɛ l d ə n
cameras	k æ m ə ɹ ə z
spotlights	s p ɑ t l aɪ t s
woodcock	w ʊ d k ɑ k
homegrown	h oʊ m ɡ ɹ oʊ n
planet's	p l æ n ə t s
redwood	ɹ ɛ d w ʊ d
cod	k ɑ d
cape	k eɪ p
toots	t uː t s
january	dʒ æ n j uː ɛ ɹ iː
redo	ɹ iː d uː
stingrays	s t ɪ ŋ ɹ eɪ z
cue	k j uː
mike's	m aɪ k s
preferred	p ɹ ə f ɜː d
delicate	d ɛ l ə k ə t
hardened	h ɑ ɹ d ə n d
beetles	b iː t ə l z
devil's	d ɛ v ə l z
presenting	p ɹ ɪ z ɛ n t ɪ ŋ
cockchafer	k ɑ k tʃ eɪ f ə ə ɹ
oasis	oʊ eɪ s ɪ s
greatest	ɡ ɹ eɪ t ə s t
pyramids	p ɪ ɹ ə m ɪ d z
egypt	iː dʒ ə p t
gummi	ɡ ʌ m iː
thousands	θ aʊ z ə n d z
burrowing	b ɜː oʊ ɪ ŋ
colonies	k ɑ l ə n iː z
colony	k ɑ l ə n iː
scent	s ɛ n t
meantime	m iː n t aɪ m
solomon	s ɑ l ə m ə n
pacific	p ə s ɪ f ɪ k
coco	k oʊ k oʊ
janitor	dʒ æ n ə t ə ɹ
gathers	ɡ æ ð ə ɹ z
congratulate	k ə n ɡ ɹ æ tʃ ə l eɪ t
cheers	tʃ ɪ ɹ z
jim	dʒ ɪ m
hilarious	h ɪ l ɛ ɹ iː ə s
party's	p ɑ ɹ t iː z
puds	p ʊ d z
wrappers	ɹ æ p ə ɹ z
alps	æ l p s
parachuting	p ɛ ɹ ə ʃ uː t ɪ ŋ
scarier	s k ɛ ɹ iː ə ɹ
remembers	ɹ ɪ m ɛ m b ə ɹ z
responsibilities	ɹ iː s p ɑ n s ə b ɪ l ə t iː z
soy	s ɔɪ
spectacle	s p ɛ k t ə k ə l
uri	j ɜː iː
luis	l uː iː s
juan	w ɑ n
paco	p eɪ k oʊ
jose	h oʊ z eɪ
pablo	p ɑ b l oʊ
spain	s p eɪ n
bull's	b ʊ l z
matador	m æ t ə d ɔ ɹ
cinema	s ɪ n ə m ə
openings	oʊ p ə n ɪ ŋ z
ponds	p ɑ n d z
antarctica	æ n t ɑ ɹ k t ɪ k ə
august	ɑ ɡ ə s t
brightly	b ɹ aɪ t l iː
outstretched	aʊ t s t ɹ ɛ tʃ t
scented	s ɛ n t ɪ d
attracted	ə t ɹ æ k t ɪ d
sig	s ɪ ɡ
owns	oʊ n z
plumbing	p l ʌ m ɪ ŋ
prescribe	p ɹ ə s k ɹ aɪ b
turban	t ɜː b ə n
paris	p ɛ ɹ ɪ s
liana	l iː ɑ n ə
eiffel	aɪ f ə l
mona	m oʊ n ə
flesh	f l ɛ ʃ
dearest	d ɪ ɹ ə s t
slither	s l ɪ ð ə ɹ
ruh	ɹ ʌ
ann	æ n
raggedy	ɹ æ ɡ ə d iː
nonpareil	n ɑ n p ə ɹ ə l
slime	s l aɪ m
matchmakers	m æ tʃ m eɪ k ə ɹ z
horrifying	h ɔ ɹ ə f aɪ ɪ ŋ
anything's	ɛ n iː θ ɪ ŋ z
animal's	æ n ə m ə l z
pairs	p ɛ ɹ z
november	n oʊ v ɛ m b ə ɹ
solar	s oʊ l ə ɹ
exclaim	ɪ k s k l eɪ m
advice	æ d v aɪ s
matchmaking	m æ tʃ m eɪ k ɪ ŋ
batter	b æ t ə ɹ
waterproof	w ɔ t ə ɹ p ɹ uː f
cork	k ɔ ɹ k
headband	h ɛ d b æ n d
pebbles	p ɛ b ə l z
wrestle	ɹ ɛ s ə l
wrestling	ɹ ɛ s l ɪ ŋ
wine	w aɪ n
graduate	ɡ ɹ æ dʒ ə w ə t
applied	ə p l aɪ d
previously	p ɹ iː v iː ə s l iː
nowhere	n oʊ w ɛ ɹ
aromatic	ɛ ɹ ə m æ t ɪ k
thankfully	θ æ ŋ k f ə l iː
submit	s ə b m ɪ t
stanley	s t æ n l iː
tamara	t ə m ɑ ɹ ə
standardized	s t æ n d ə ɹ d aɪ z d
astronomically	æ s t ɹ ə n ɑ m ɪ k l iː
sebastian's	s ə b æ s tʃ ə n z
format	f ɔ ɹ m æ t
rowing	ɹ oʊ ɪ ŋ
conch	k ɑ n tʃ
cockle	k ɑ k ə l
holly's	h ɑ l iː z
oysters	ɔɪ s t ə ɹ z
analytical	æ n ə l ɪ t ɪ k ə l
verbal	v ɜː b ə l
welch's	w ɛ l tʃ ɪ z
mussels	m ʌ s ə l z
boat's	b oʊ t s
weehawken	w iː h ɔ k ə n
dayton	d eɪ t ə n
oar	ɔ ɹ
listener	l ɪ s ə n ə ɹ
swiped	s w aɪ p t
drake	d ɹ eɪ k
wichita	w ɪ tʃ ə t ɔ
saint	s eɪ n t
troubled	t ɹ ʌ b ə l d
who'll	h uː l
sidekick	s aɪ d k ɪ k
flocked	f l ɑ k t
folks	f oʊ k s
sadder	s æ d ə ɹ
cartoons	k ɑ ɹ t uː n z
harvest	h ɑ ɹ v ə s t
timing	t aɪ m ɪ ŋ
tonsils	t ɑ n s ə l z
harvested	h ɑ ɹ v ə s t ɪ d
crops	k ɹ ɑ p s
harvesters	h ɑ ɹ v ə s t ə ɹ z
combine	k ɑ m b aɪ n
rye	ɹ aɪ
oats	oʊ t s
bullies	b ʊ l iː z
checked	tʃ ɛ k t
hideouts	h aɪ d aʊ t s
stalk	s t ɔ k
crop	k ɹ ɑ p
tend	t ɛ n d
clovers	k l oʊ v ə z
daylight	d eɪ l aɪ t
tents	t ɛ n t s
flags	f l æ ɡ z
stickiness	s t ɪ k ɪ n ɪ s
policemen	p ə l iː s m ɪ n
climates	k l aɪ m ə t s
wolves	w ʊ l v z
orchard	ɔ ɹ tʃ ə ɹ d
whiz	w ɪ z
cobs	k ɑ b z
tramped	t ɹ æ m p t
all's	ɔ l z
freckle	f ɹ ɛ k ə l
sopping	s ɑ p ɪ ŋ
planned	p l æ n d
mused	m j uː z d
provence	p ɹ oʊ v ə n s
nurses	n ɜː s ə z
weighing	w eɪ ɪ ŋ
slippy	s l ɪ p ɪ
ami	ɑ m iː
mon	m oʊ n
school's	s k uː l z
scrapers	s k ɹ eɪ p ə ɹ z
whim	w ɪ m
cumulonimbus	k j uː m j ʊ l oʊ n ɪ m b ə s
whims	w ɪ m z
cumulus	k j uː m j ʊ l ə s
frankenstein	f ɹ æ ŋ k ə n s t aɪ n
nepal	n ə p ɔ l
highest	h aɪ ə s t
announcement	ə n aʊ n s m ə n t
filing	f aɪ l ɪ ŋ
inviting	ɪ n v aɪ t ɪ ŋ
file	f aɪ l
hiked	h aɪ k t
admitted	ə d m ɪ t ɪ d
homesick	h oʊ m s ɪ k
controllers	k ə n t ɹ oʊ l ə ɹ z
hammock	h æ m ə k
fist	f ɪ s t
hampshire's	h æ m p ʃ ə ɹ z
include	ɪ n k l uː d
typical	t ɪ p ə k ə l
winters	w ɪ n t ə ɹ z
crisp	k ɹ ɪ s p
world's	w ɜː l d z
storeroom	s t ɔ ɹ ɹ uː m
lilac	l aɪ l æ k
fastens	f ɑ s n z
pumps	p ʌ m p s
concern	k ə n s ɜː n
uranus	j uː ɹ ə n ə s
neptune	n ɛ p t uː n
corned	k ɔ n d
schoolyard	s k uː l j ɑ ɹ d
emphasized	ɛ m f ə s aɪ z d
ceremony	s ɛ ɹ ə m oʊ n iː
venus	v iː n ə s
alarmed	ə l ɑ ɹ m d
lobby	l ɑ b iː
eleventh	ɪ l ɛ v ə n θ
comets	k ɑ m ə t s
nation's	n eɪ ʃ ə n z
miles	m aɪ l z
trillion	t ɹ ɪ l j ə n
shockwaves	ʃ ɑ k w eɪ v z
billion	b ɪ l j ə n
shrank	ʃ ɹ æ ŋ k
liberty	l ɪ b ə ɹ t iː
orbits	ɔ ɹ b ə t s
circular	s ɜː k j ə l ə ɹ
roughly	ɹ ʌ f l iː
formed	f ɔ ɹ m d
particles	p ɑ ɹ t ə k ə l z
peels	p iː l z
squawks	s k w ɔ k s
mornings	m ɔ ɹ n ɪ ŋ z
genius	dʒ iː n j ə s
scan	s k æ n
desserts	d ɪ z ɜː t s
conveyor	k ə n v eɪ ə ɹ
sting	s t ɪ ŋ
relieved	ɹ ɪ l iː v d
arrives	ə ɹ aɪ v z
gases	ɡ æ s ə z
helium	h iː l iː ə m
hydrogen	h aɪ d ɹ ə dʒ ə n
groom	ɡ ɹ uː m
wedding's	w ɛ d ɪ ŋ z
irving	ɜː v ɪ ŋ
enacted	ɛ n æ k t ə d
medieval	m ɪ d iː v ə l
metropolitan	m ɛ t ɹ ə p ɑ l ə t ə n
travels	t ɹ æ v ə l z
washy	w ɑ ʃ iː
spins	s p ɪ n z
archaeologist	ɑ ɹ k iː ɑ l ə dʒ ɪ s t
mercury's	m ɜː k j ə ɹ iː z
glaciers	ɡ l eɪ ʃ ə ɹ z
unusual	ə n j uː ʒ uː ə l
festivals	f ɛ s t ə v ə l z
newlyweds	n uː l iː w ɛ d z
whisking	w ɪ s k ɪ ŋ
temperatures	t ɛ m p ɹ ə tʃ ə ɹ z
atmosphere	æ t m ə s f ɪ ɹ
muttered	m ʌ t ə ɹ d
gulped	ɡ ʌ l p t
plows	p l aʊ z
honeymoon	h ʌ n iː m uː n
corridor	k ɔ ɹ ə d ə ɹ
reluctantly	ɹ ɪ l ʌ k t ə n t l iː
bony	b oʊ n iː
southern	s ʌ ð ə ɹ n
hundreds	h ʌ n d ɹ ə d z
rockets	ɹ ɑ k ə t s
wildlife	w aɪ l d l aɪ f
jokes	dʒ oʊ k s
egyptian	ɪ dʒ ɪ p ʃ ə n
camellia	k ə m iː l j ə
hips	h ɪ p s
tomb	t uː m
stickiest	s t ɪ k iː ə s t
okie	oʊ k iː
mechanic	m ə k æ n ɪ k
thorn	θ ɔ ɹ n
dents	d ɛ n t s
dense	d ɛ n s
thrasher	θ ɹ æ ʃ ə ɹ
dollies	d ɑ l ɪ z
cherokee	tʃ ɛ ɹ ə k iː
raises	ɹ eɪ z ə z
hydraulic	h aɪ d ɹ ɔ l ɪ k
atlanta	æ t l æ n t ə
capital	k æ p ə t ə l
splashy	s p l æ ʃ iː
appalachian	æ p ə l eɪ tʃ ə n
excess	ɛ k s ɛ s
loads	l oʊ d z
earth's	ɜː θ s
eel	iː l
liquids	l ɪ k w ə d z
according	ə k ɔ ɹ d ɪ ŋ
border	b ɔ ɹ d ə ɹ
western	w ɛ s t ə ɹ n
winding	w aɪ n d ɪ ŋ
forms	f ɔ ɹ m z
jackson	dʒ æ k s ə n
abuse	ə b j uː s
mocking	m ɑ k ɪ ŋ
dea	d iː
monument	m ɑ n j uː m ə n t
national	n æ ʃ ə n ə l
sweaty	s w ɛ t iː
bubbly	b ʌ b l iː
valentine's	v æ l ə n t aɪ n z
leana	l iː n ə
finishing	f ɪ n ɪ ʃ ɪ ŋ
denver	d ɛ n v ə ɹ
remains	ɹ ɪ m eɪ n z
cultures	k ʌ l tʃ ə ɹ z
appreciation	ə p ɹ iː ʃ iː eɪ ʃ ə n
computers	k ə m p j uː t ə ɹ z
invites	ɪ n v aɪ t s
yosemite	j oʊ s ɛ m ɪ t iː
flowed	f l oʊ d
thicker	θ ɪ k ə ɹ
riverbeds	ɹ ɪ v ə b ɛ d z
probes	p ɹ oʊ b z
equator	ɪ k w eɪ t ə ɹ
scientists	s aɪ ə n t ɪ s t s
neatest	n iː t ə s t
eyelash	aɪ l æ ʃ
hoots	h uː t s
jenny	dʒ ɛ n iː
sojourner	s oʊ dʒ ə ɹ n ə ɹ
asteroid	æ s t ə ɹ ɔɪ d
located	l oʊ k eɪ t ə d
jello's	dʒ ɛ l oʊ z
reminding	ɹ iː m aɪ n d ɪ ŋ
index	ɪ n d ɛ k s
forks	f ɔ ɹ k s
fragment	f ɹ æ ɡ m ə n t
tormented	t ɔ ɹ m ɛ n t ɪ d
sweetness	s w iː t n ə s
compress	k ɑ m p ɹ ɛ s
fibbed	f ɪ b d
rotation	ɹ oʊ t eɪ ʃ ə n
disturbance	d ɪ s t ɜː b ə n s
coast	k oʊ s t
lighthouses	l aɪ t h aʊ s ɪ z
io	aɪ oʊ
pinkie	p ɪ ŋ k iː
jupiter's	dʒ uː p ə t ə ɹ z
lobsters	l ɑ b s t ə ɹ z
t's	t iː z
europa	j ʊ ɹ oʊ p ə
ganymede	ɡ æ n ə m iː d
coon	k uː n
thumbs	θ ʌ m z
pinkies	p ɪ ŋ k ɪ z
lung	l ʌ ŋ
hacking	h æ k ɪ ŋ
susan	s uː z ə n
telescopes	t ɛ l ə s k oʊ p s
teacup	t iː k ʌ p
hazy	h eɪ z iː
baltimore	b ɔ l t ə m ɔ ɹ
gauging	ɡ eɪ dʒ ɪ ŋ
mammoth	m æ m ə θ
steered	s t ɪ ɹ d
